Food,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg/CO2),Ingredients
Tea with Skimmed Milk,"North,South,East,West","Breakfast,Drinks",Veg,dairy allergy,1 cup,275,36,2,7,0,0,0.752,Plain Water - 1 medium glass; HONEY - 1 gms; Skimmed Milk - 1 small glass; Tea Bag - 1 tbsp
Garlic Toast,Continental,"Snacks,Lunch,Dinner",Veg,gluten allergy,2 number,105,252,6,31,12,1,0.448,"WHEAT, bread, (brown) - 4 slice; Garlic, small clove - 5 slice;VeganButter - 2 tbsp; Common salt - 1 pinch"
Oatmeal,Continental,Breakfast,Veg,no-allergies,1 medium bowl,586,375,8,18,27,6,0.9425,Oats - 1 small bowl; Plain Water - 2 medium cup; Almond Milk - 1 small cup; Apple - 1 small; Blueberries - 1 number; Walnut - 1 Pieces; CINNAMOM - 1 tbsp
Boiled Aloo Chat,North,Snacks,Veg,no-allergies,1 medium bowl,255,176,2,29,5,1,0.261,"POTATO - 1 small bowl; Cumin seeds - 1 tbsp; Red chilli Power - 1 tbsp; Chat Masala - 1 tbsp; Common salt - 1 tbsp; Lemon, juice - 1 tbsp; Coriander leaves - 1 tbsp; Chillies, green-1 - 1 gms; oilve Oil - 1 tbsp"
Paneer Stuffed Roti,North,"Lunch,Dinner",Veg,dairy allergy,2 number,591,199,7,39,1,8,1.8726,"Wheat flour, atta - 1 cup; Common salt - 1 gms; Plain Water - 1 ml; oilve Oil - 1 tbsp; Homemade Paneer - 1 small katori; Onion Finely Chopped - 1 small onion; Chopped Green Chilli - 1 tbsp; Coriander seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp"
Saute Paneer For Fasting,North,Snacks,Veg,dairy allergy,1 medium bowl,179,10,0,0,0,1,1.1847,Paneer Homemade - 4 Small cube; oilve Oil - 1 tbsp; Cumin seeds - 1 tbsp; Common salt - 1 gms; Red chilli Power - 1 tbsp; LEMON - 1 ml; Coriander leaves - 1 slice; Mint leaves - 1 slice
Paneer Stuffed Roti using a combination of Oats Bran and Oats Atta,North,"Lunch,Dinner",Veg,dairy allergy,4 medium,188,36,0,0,0,0,1.3695,Cumin seeds - 1 gms; Coriander Powder - 1 1 tsp; Red chilli Power - 0.5 tbsp; Paneer - 1 small bowl; Coriander leaves - 10 gms; Plain Water - 50 ml; GHEE (cow) - 1 tbsp
Saunf Ajwain Water,"North,South,East,West",Drinks,Veg,no-allergies,1 glass,30,7,0,1,0,1,0.066,Saunf - 1 tbsp; Carom seeds - 1 tbsp; Plain Water - 150 ml
Ragi Roti (50% Ragi atta + 50% Wheat atta),South,"Lunch,Dinner",Veg,gluten allergy,4 medium,627,100,4,20,1,4,0.6916,"Ragi flour - 1 small cup; Wheat flour, atta - 1 cup; Onion Finely Chopped - 1 small onion; Coriander leaves - 20 gms; Chopped Green Chilli - 1 tbsp; Cumin seeds - 1 gms; Common salt - 1 gms; oilve Oil - 1 tbsp; Plain Water - 50 ml"
Paneer Vegetable curry,North,"Lunch,Dinner",Veg,dairy allergy,2 medium katori,825,44,2,7,1,2,3.2985,"Homemade Paneer - 2 small katori; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; POTATO - 1 small katori; Capsicum, green - 1 tbsp; Zucchini, green - 1 tbsp; PEAS green - 1 tbsp; Ginger Paste - 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Garam Masala - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 2 tbsp; Coriander leaves - 5 gms; Plain Water - 50 ml"
Garden Cress Seeds Kheer without Sugar,North,Snacks,Veg,dairy allergy,1 cup,577,68,1,5,5,0,1.4225,Garden cress seeds (Halim) Soaked - 2 tbsp; Skimmed Milk - 2 medium glass; cardamom powder - 1 tbsp; HONEY - 1 tbsp; Ghee - 1 tbsp; Almonds - 2 Pieces
Kale Mushroom Frittata with 2 egg Whites,Continental,Breakfast,Eggetarian,egg allergy,1 medium,477,128,18,4,3,2,1.7089,"Egg White (Boiled) - 2 egg; Boiled Egg - 1 number; Chopped kale - 1 small pack; MUSHROOM - 1 cup; CHEESE - 1 tbsp; oilve Oil - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp"
Red Rice,Continental,"Lunch,Dinner",Veg,no-allergies,4 small katori,180,46,1,10,0,1,0.6075,Red Rice - 1 small bowl; Plain Water - 1 small glass; Common salt - 1 tbsp; Coriander leaves - 1 tbsp
Soya Tikki,North,Snacks,Vegan,soy allergy,2 medium,1070,275,28,40,1,11,0.8665,"Soya Granules - 1 small bowl; POTATO - 2 medium bowl; Onion Finely Chopped - 1 small onion; Chillies, green-1 - 1 gms; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Garam Masala - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp"
Quinoa Flour Roti (50% Quinoa Flour + 50% Normal Atta),North,"Lunch,Dinner",Veg,gluten allergy,2 medium,535,258,10,48,3,7,0.835,"Quinoa Flour - 1 medium bowl; Wheat flour, atta - 1 medium katori; Coriander Powder - 1 1 tsp; Red chilli Power - 1 tbsp; oilve Oil - 1 tbsp; Plain Water - 100 ml"
Style Beetroot & Paneer Salad,North,"Lunch,Dinner",Veg,dairy allergy,2 small bowl,860,20,1,4,0,1,2.739,"beetroot - 2 Small beetroot; Paneer - 10 cube; Chopped Cucumber - 1 small (6-8 inches long); Tomatoes Chopped - 1 small tomato; Onion, big - 1 medium; Coriander leaves - 5 gms; Chat Masala - 1 tbsp; Common salt - 1 tbsp; Lemon, juice - 1 tbsp"
Chicken Salami Toast,Continental,"Lunch,Dinner,Breakfast,Snacks",Non-veg,pork allergy,2 medium,452,138,8,20,2,1,0.6036,"WHEAT, bread, (brown) - 4 slice; Chicken Salami - 2 slice; Onion Finely Chopped - 1 small onion; Tomatoes Chopped - 1 small tomato; Capsicum, green - 1 small katori; Red chilli Power - 1 tbsp; Turmeric powder - 1 gms; Common salt - 1 gms"
Oats Bran Roti,West,"Lunch,Dinner",Veg,gluten allergy,1 medium,289,386,13,66,7,11,0.2855,Oats Atta - 1 tbsp; Common salt - 1 tbsp; Oats Flour - 1 1 cup; Cumin seeds - 1.5 tbsp; Plain Water - 1 small cup
Saunf Elaichi Water,"North,South,East,West",Drinks,Veg,no-allergies,4 cup,45,13,0,2,0,1,0.1095,"Saunf - 1 tbsp; cardamom powder - 1 tbsp; Plain Water - 4 small cup; Jaggery, cane - 1 tbsp"
Bajra Roti(50% Bajra & 50 % Wheat Atta),"North,South,East,West","Lunch,Dinner",Veg,gluten allergy,6 medium,515,53,2,11,0,2,0.2765,"Bajra - 1 Fist-ful; Wheat flour, atta - 1 cup; Common salt - 1 tbsp; Plain Water - 1 small glass"
Classic Avocado Salad,Continental,"Lunch,Dinner",Vegan,no-allergies,2 medium katori,615,597,13,25,51,11,0.411,"Avacado Hummus - 2 small bowl; chopped tomato - 1 small tomato; Onion, small - 1 small katori; oilve Oil - 2 tbsp; Lemon, juice - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp"
Corn Avocado Salad,Continental,"Lunch,Dinner",Veg,no-allergies,2 medium katori,1281,748,16,41,59,18,0.3832,"Corn, Baby - 1 medium bowl; Avacado Hummus - 2 medium bowl; Stuffed Bell Peppers - 2.5 number; Onion Finely Chopped - 1 small onion; LIME - 1 tbsp; oilve Oil - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 1.5 tbsp"
Spinach Vegetable,Continental,"Lunch,Dinner",Vegan,no-allergies,4 cup,785,71,2,14,0,2,0.574,SPINACH - 1 cup; POTATO - 2 small katori; Onion Finely Chopped - 1 small onion; Cloves - 2 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp
Spinach Vegetable 2,Continental,"Lunch,Dinner",Vegan,no-allergies,4 small katori,512,37,1,5,1,2,0.4215,"Spinach - 150 gms; Baked Potato - 1 medium bowl; Onion Finely Chopped - 1 small onion; Garlic, small clove - 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 pinch; Red chilli Power - 0.5 tbsp; Common salt - 1 tbsp; oilve Oil - 2 tbsp"
French Toast with 2 Egg Whites and Whole Wheat Bread,Continental,Breakfast,Eggetarian,egg allergy,1 slice,110,197,11,21,7,1,0.132,Whole Wheat Bread - 2 bread (3 inch); Egg White (Poached) - 1 number; x - 1 small cup; oilve Oil - 1 tbsp
(Upma),South,"Lunch,Dinner,Breakfast,Snacks",Veg,no-allergies,4 small katori,935,64,3,8,2,3,0.74725,"Suji - 1 Small bowl; Plain Water - 2 medium cup; Onion Finely Chopped - 1 small onion; Chillies, green-1 - 1 gms; Peas, fresh - 1 small katori; Carrot, red - 1 cup; Green Beans Vegetable - 1 small bowl; MUSTARD SEEDS - 1 tbsp; Cumin seeds - 1 tbsp; Black gram, dal - 2.5 tbsp; Channa Dal - 1 tbsp; Asafoetida - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Lemon, juice - 1 tbsp; Coriander leaves - 1 tbsp"
Amaranth Flour roti,North,"Lunch,Dinner",Veg,gluten allergy,6 medium,30,2,2,4,1,6,0.0915,Common salt - 1 tbsp; Plain Water - 1 small glass; oilve Oil - 1 tbsp; Amaranth Flour - 1 gram
Amaranth Flour Roti 50% Amaranth Flour and 50% Wheat Flour,North,"Lunch,Dinner",Veg,gluten allergy,6 medium,180,33,2,9,1,4,0.2415,"Amaranth Flour - 1 gram; Wheat flour, atta - 1 small katori; Common salt - 1 tbsp; Plain Water - 1 small glass; oilve Oil - 1 tbsp"
"Dhaniya Jeera, Saunf Water","North,South,East,West",Drinks,Veg,no-allergies,1 glass,35,3,0,0,0,0,0.105,Coriander seeds - 1 tbsp; Cumin seeds - 1 tbsp; Plain Water - 1 small glass; Fennel Seeds - 1 Teaspoon
Buttermilk(Toned Milk),"North,South,East,West",Drinks,Veg,dairy allergy,1 glass,295,147,8,13,8,0,0.7075,Toned Milk - 1 1 cup; Curd - 1 tbsp; Plain Water - 1 small cup; Common salt - 1 tbsp; Coriander leaves - 1 tbsp
Shredded Chicken Breast Dry Gravy,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium katori,450,632,90,26,15,3,1.324,"Shredded Chicken Breast Dry Gravy - 1 1 small bowl; Onion Finely Chopped - 1 medium onion; Garlic, big clove - 2 tbsp; Chillies, green-1 - 1 tbsp; Coriander Powder - 1 1 tsp; Garam Masala - 1 tbsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 1 tbsp"
"Arugula Salad(cheery tomato,carrot,cucumber and radish)",Continental,"Lunch,Dinner",Veg,no-allergies,2 large bowl,995,112,2,8,8,3,1.3975,"CUCUMBER - 1 small katori; Cherry Tomatoes - 1 1 small bowl; Carrot, red - 1 small katori; RADISH, white - 1 small katori; Arugula Leaves - 1 1 small bowl; A handful of microgreens - 1 1 gm; Lemon, juice - 1 tbsp; Extra-Virgin oilve Oil - 1 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp"
"Baby Spinach salad(cherry tomato,carrot,cucumber and radish)",Continental,"Lunch,Dinner",Veg,no-allergies,2 large bowl,1155,116,2,9,8,4,1.4925,"Cucumber - 1 small sized; Cherry Tomatoes - 1 1 small bowl; Carrot, red - 1 small katori; RADISH, white - 1 small katori; Baby Spinach - 1 1 cup; A handful of microgreens - 1 1 tsp; Lemon, juice - 1 tbsp; Extra-Virgin oilve Oil - 1 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 2 1 tbsp; Turmeric powder - 1 tbsp; Common salt - 1 tbsp"
"lettuce salad(cheery tomato,carrot,cucumber and radish)",Continental,"Lunch,Dinner",Veg,no-allergies,2 large katori,877,102,2,7,8,3,1.3591,"Cucumber - 1 small sized; Cherry Tomatoes - 1 1 cherry tomato; Carrot, red - 1 medium; RADISH, white - 1 small katori; Lettuce Leaves Salad - 1 Small Bowl; Extra-Virgin oilve Oil - 1 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp"
Bread Poha with Brown Bread,North,Breakfast,Veg,gluten allergy,1 medium bowl,434,107,3,19,1,2,0.6024,Brown Bread - 1 1 slice; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; Mustard seeds - 1.5 tbsp; Cumin seeds - 1 tbsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Coriander Powder - 1 1 tsp; oilve Oil - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp
Banana Smoothie,Continental,Drinks,Veg,dairy allergy,1 glass,537,258,2,59,0,3,0.7105,Banana - 2 large; Skimmed Milk - 1 small glass; HONEY - 1 tbsp; Icecubes - 1 1 tsp
Mango Smoothie,Continental,Drinks,Veg,dairy allergy,1 glass,537,145,1,32,1,4,0.9417,Mango - 1 small; Skimmed Milk - 1 small glass; HONEY - 1 tbsp; Icecubes - 1 1 icecube
Strawberry Smoothie with Skimmed Milk,Continental,Drinks,Veg,dairy allergy,1 glass,295,123,0,31,0,0,0.736,Strawberry - 2 medium; Skimmed Milk - 1 small glass; HONEY - 1 tbsp; Icecubes - 1 1 tbsp
Apple Smoothie with Skimmed Milk,Continental,Drinks,Veg,dairy allergy,1 glass,450,186,9,40,0,5,0.7,Apple - 1 medium; Skimmed Milk - 1 small glass; Icecubes - 1 1 icecube
Ragi Roti Without Oil,North,"Lunch,Dinner",Veg,gluten allergy,1 medium,290,0,0,0,0,0,0.2265,Ragi flour - 1 small cup; Plain Water - 1 small glass; Common salt - 1 tbsp; Onion Finely Chopped - 1 small onion
Gobhi Gajar Matar Without Oil,North,"Lunch,Dinner",Veg,no-allergies,1 small katori,770,577,24,53,29,37,0.6275,"Cauliflower Vegetable - 1 medium bowl; Carrot, red - 1 small katori; Peas Vegetable - 1 small bowl; Onion Finely Chopped - 1 small onion; Chopped Green Chilli - 1 tbsp; Cumin seeds - 1 tbsp; Ginger Paste - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp"
Gobhi Gajar Matar With Oil,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,785,486,22,53,18,34,0.69,"Cauliflower Vegetable - 1 small bowl; Carrot, red - 1 small bowl; Peas, fresh - 1 medium katori; Onion Finely Chopped - 1 small onion; Chopped Green Chilli - 1 tbsp; Chili Powder - 1 tbsp; Cumin seeds - 1 tbsp; Ginger Paste - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp"
Grilled Basa Fish,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 number,212,315,20,4,24,3,0.882,"Turmeric powder - 0.5 tbsp; Red chilli Power - 1 tbsp; Garam Masala - 1 tbsp; Coriander Powder - 1 1 tsp; Common salt - 1 tbsp; Lemon, juice - 1 tbsp; oilve Oil - 1 tbsp; Basa Fish Fillet - 1 1 fillet"
Egg White Curry,"North,South,West","Lunch,Dinner",Eggetarian,egg allergy,1 medium bowl,460,210,2,14,5,5,0.5425,Egg White (Poached) - 3 g; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 1 small katori
"Cucumber ,Onion,Tomato and Carrot Salad",Continental,"Snack,Lunch",Veg,no-allergies,1 medium katori,500,40,0,8,0,2,0.264,"Cucumber - 1 small sized; Onion, stalk - 1 tbsp; chopped tomato - 1 small tomato; CARROT - 1 small katori; Coriander leaves - 1 tbsp; Common salt - 1 tbsp; Lemon, juice - 1 tbsp"
"Vegetable smoothie (cucumber,carrot,beetroot and apple)",Continental,Drinks,Veg,no-allergies,2 glass,801,72,2,14,1,4,0.2668,"Chopped Cucumber - 1 small (6-8 inches long); Carrot, red - 1 medium katori; beetroot - 1 Small beetroot; Apple - 1 small; Lemon, juice - 1 tbsp; Plain Water - 1 small glass"
Baigan Bharta,North,"Lunch,Dinner",Veg,no-allergies,4 small bowl,775,45,1,7,1,3,0.8525,Onion Finely Chopped - 1 small onion; Chopped Green Chilli - 1 tbsp; Cumin seeds - 1 tbsp; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Turmeric powder - 1 tbsp; Coriander Powder - 1 tbsp; Garam Masala - 1 tbsp; oilve Oil - 1 tbsp; Common salt - 1 tbsp; Tomatoes Chopped - 1 medium bowl; Eggplant - 1 medium size; Fresh Coriander Leaves (chopped) - 1 tbsp
Jowar Cheela,"South,West","Lunch,Dinner,Breakfast",Vegan,no-allergies,1 medium,885,536,17,93,9,21,0.6195,"Jowar - 1 medium katori; Carrot, red - 1 medium bowl; Onion Finely Chopped - 1 medium onion; Coriander leaves - 1 small katori; Cumin seeds - 2 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp; Plain Water - 1 small glass; oilve Oil - 1 tbsp"
Brinjal Vegetable,"North,South","Lunch,Dinner",Veg,no-allergies,1 medium katori,645,247,10,33,2,19,0.6565,"Brinjal-1 - 1 small katori; Onion Finely Chopped - 1 medium onion; chopped tomato - 2 medium tomato; Chillies, green-1 - 1 gms; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Coriander leaves - 1 tbsp"
Vegetable Wheat Vermicelli,"North,South","Lunch,Dinner,Breakfast",Vegan,gluten allergy,4 medium bowl,765,135,4,19,4,5,0.9382,"Wheat, vermicelli - 2 small katori; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; Pepper, black - 0.5 tbsp; Peas, dry - 1 small katori; oilve Oil - 1 tbsp; Cumin seeds - 0.5 tbsp; Ginger, fresh - 1 tbsp; Garlic paste - 1 tbsp; Turmeric powder - 0.25 tbsp; Garam Masala - 1 tbsp; Common salt - 0.5 tbsp; Coriander leaves - 1 tbsp"
Fenugreek Vegetable,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium katori,585,229,10,28,8,17,0.645,Fenugreek leaves - 1 medium katori; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; oilve Oil - 1 tbsp; Cumin seeds - 1 tbsp; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Coriander Powder - 1 1 tbsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp
Oatmeal Skimmed Milk,Continental,Drinks,Veg,dairy allergy,1 glass,810,354,13,66,5,7,1.2805,Oats - 1 small bowl; Skimmed Milk - 1 small glass; Common salt - 1 tbsp; Banana - 1 medium; Blueberries - 1 medium bowl; Almond (Soaked and Peeled) - 3 pieces; CINNAMOM - 1.5 tbsp
Qunioa Porridge With Double Toned Milk,Continental,Breakfast,Veg,dairy allergy,1 glass,541,960,36,91,52,14,0.9868,Quinoa - 1 small bowl; Toned Milk - 1 1 cup; Cinnamon Ginger Tea With Sugar - 1 tbsp; Nutmeg - 1 tbsp; DATES fresh - 1 tbsp; Almonds - 5 Pieces; Walnut - 5 Pieces; Banana - 1 small
Amarnath Roti(50%Almond Flour+50%Normal Atta),North,"Lunch,Dinner",Veg,gluten allergy,1 medium,166,380,23,80,12,40,0.122,Amaranth Flour - 1 gram; Oats Atta - 1 small bowl; Common salt - 1 tbsp; Plain Water - 1 small glass
Roasted Vegetable,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,625,873,27,140,19,47,0.4332,"Sweet potato, pink skin - 1 medium katori; Brussels sprouts - 1 small katori; Carrot, red - 1 small katori; oilve Oil - 1 tbsp; Dried thyme - 1 tbsp; Dried Rosemary - 1 tbsp; Garlic paste - 1 tbsp; Common salt - 1 tbsp"
Oats Smoothie With Sugar Skimmed Milk,Continental,"Drinks, Breakfast",Veg,dairy allergy,1 medium katori,501,186,11,32,1,1,0.82,Oats - 1 small bowl; Banana - 1 small; Skimmed Milk - 1 small glass
Mixed Vegetable Bhaji,North,"Lunch,Dinner",Vegan,no-allergies,1 cup,1450,1254,56,142,60,32,1.1685,"Potato Tacos - 2 number; CARROT - 1 cup; GOA BEANS - 1 cup; Peas, fresh - 1 cup; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; Chillies, green-2 - 1 tbsp; Ginger Powder - 1 tbsp; Garlic paste - 1 tbsp; Cumin seeds - 1 tbsp; Red chilli Power - 1 tbsp; Turmeric powder - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 1 tbsp"
Qunoia Flour Cheela,North,"Lunch,Dinner",Veg,no-allergies,1 medium,641,703,20,92,27,12,0.6876,Quinoa Flour - 1 small bowl; Plain Water - 1 small glass; Onion Finely Chopped - 1 small onion; chopped tomato - 1 small tomato; Stuffed Bell Peppers - 1 number; Chopped Green Chilli - 1 tbsp; Turmeric powder - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 1 tbsp
Steamed /Blanched Vegetable,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,1151,343,13,46,9,23,0.6553,"beetroot - 1 Medium beetroot; Carrot, red - 1 small katori; Brocoil Vegetable - 1 small bowl; Cauliflower - 1 medium katori; Spinach - 1 small katori; Onion, small - 1 small katori; chopped tomato - 1 small tomato; Chillies, green-1 - 1 tbsp; Lemon, juice - 1 tbsp; Mustard seeds - 1 tbsp; Cumin seeds - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp"
Rasam,South,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,181,47,0,7,1,1,0.34995,"Tomatoes Chopped - 1 small tomato; Mustard seeds - 1 tbsp; Cumin seeds - 1 tbsp; Turmeric powder - 1 tbsp; Fenugreek seeds - 1 tbsp; Asafoetida - 1 pinch; Chopped Green Chilli - 1 tbsp; Garlic, big clove - 1 gms; Plain Water - 1 small glass; Common salt - 1 tbsp; Tamarind - 1 tbsp"
Kala Chana Sprouts,"North,West,South",Snacks,Vegan,no-allergies,1 medium bowl,180,73,4,10,1,6,0.0825,"kala chana - 1 small bowl; Lemon, juice - 1 tbsp; Common salt - 1 tbsp"
Sauteed Vegetables,Continental,"Lunch,Dinner",Veg,no-allergies,1 cup,280,195,1,8,15,3,0.35475,"oilve Oil - 1 tbsp; Garlic, small clove - 1 tbsp; Onion, small - 1 small katori; Broad beans - 1 tbsp; CARROT - 1 tbsp; Stuffed Bell Peppers - 5 g; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp; Common salt - 1 tbsp"
Soya Flour Gobhi Stuffed Paratha,North,"Lunch,Dinner",Veg,soy allergy,2 number,465,238,20,17,10,7,0.3975,Ginger Paste - 1 tbsp; Chopped Green Chilli - 1 tbsp; Coriander Powder - 1 1 tsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp; Soya flour - 1 Cup; Cauliflower - 1 small katori; Plain Water - 1 small glass
Pasta Salad,Continental,"Lunch,Dinner",Veg,no-allergies,1 cup,1476,581,9,93,17,7,1.4766,"Gluten-Free Pasta - 1 1/2 cup; Cherry Tomatoes - 1 1 small bowl; CUCUMBER - 1 small katori; Onion, small - 1 small katori; saute bell pepper - 1 bell pepper (medium size); Parsley - 1 tbsp; Lemon, juice - 2 tbsp; oilve Oil - 1 tbsp; Common salt - 1 tbsp"
Hung Curd Salad,Continental,Snacks,Veg,dairy allergy,2 cup,600,79,3,6,3,2,0.7855,"Hung Curd Dressing - 1 small bowl; Chopped Cucumber - 1 small (6-8 inches long); chopped tomato - 1 small tomato; Stuffed Bell Peppers - 1 g; ONION, small - 1 tbsp; Coriander leaves - 1 tbsp; Pepper, black - 1 tbsp; Common salt - 1 tbsp"
Veggies Stuffed Jaw Roti,North,"Lunch,Dinner",Veg,gluten allergy,1 number,770,955,23,134,37,35,0.8,"Barley Flour - 1 1 Cup; Common salt - 1 tbsp; Plain Water - 1 small glass; oilve Oil - 1 tbsp; Onion Finely Chopped - 1 small onion; POTATO - 1 small katori; Carrot, red - 1 tbsp; Peas Vegetable - 1 small bowl; Cumin seeds - 1 tbsp; Coriander Powder - 1 1 tsp; Turmeric powder - 1 tbsp; Red chilli Power - 1 tbsp"
Saute Tofu,Continental,Snacks,Vegan,soy allergy,2 cup,151,51,5,2,3,1,0.4503,"Tofu - 1 small bowl; Onion, small - 1 gms"
Brown Rice Pulao,"North,South,East,West","Lunch,Dinner",Vegan,no-allergies,1 small bowl,1022,548,13,82,16,10,1.717,"Brown Rice - 1 small bowl; Plain Water - 1 small cup; Onion, small - 1 small katori; CARROT - 1 small katori; PEAS green - 1 small katori; Cumin seeds - 1 tbsp; Green Leafy Vegetables - 1 tbsp; CLOVES, dry - 1 small katori; CINNAMOM - 1 tbsp; CARDAMOM - 2 gms; Ginger Paste - 1 tbsp; Garlic paste - 1 tbsp; Chillies, green-1 - 1 tbsp; Common salt - 1 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 1 tbsp; Corn Kernels - 1 1 small bowl"
Onion Masala Salad,North,Snacks,Veg,no-allergies,1 medium bowl,455,90,5,15,1,6,0.208,"Onion Finely Chopped - 1 medium onion; Red chilli Power - 1 tbsp; Lemon, juice - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 medium katori"
Dhaniya Chutney,North,Snacks,Veg,no-allergies,1 tsp,202,54,5,4,2,7,0.1837,"Coriander leaves - 1 small bowl; Chillies, green-1 - 1 tbsp; Garlic, small clove - 1 tbsp; Cumin seeds - 1 tbsp; Common salt - 0.5 tbsp; Plain Water - 2 ml"
Egg White Omelette with mushroom,Continental,Breakfast,Eggetarian,egg allergy,1 medium,571,249,13,11,15,3,1.8299,Onion Finely Chopped - 0.5 small onion; Common salt - 0.25 tbsp; oilve Oil - 1 tbsp; Coriander leaves - 0.25 small katori; Egg white - 4 small; MUSHROOM - 0.5 small bowl; Green Bell pepper - 0.5 small; Red Bell Pepper - 0.5 medium; Black Pepper - 0.5 tbsp
